2013-06-06 12:56:35,493:: [u'0', u'123', 'abiteboul', u'0']
2013-06-06 12:56:35,891:: [u'0', u'517', 'abducibles', u'0']
2013-06-06 12:56:36,339:: [u'0', u'689', 'aasert', u'0']
2013-06-06 12:56:36,354:: [u'0', u'630', 'aardal', u'0']
2013-06-06 12:56:36,748:: [u'0', u'655', 'abcl', u'2']
2013-06-06 12:56:36,753:: [u'0', u'635', 'aapc', u'2']
2013-06-06 12:56:36,836:: [u'0', u'625', 'aann', u'2']
2013-06-06 12:56:36,972:: [u'0', u'115', 'abl', u'22']
2013-06-06 12:56:37,202:: [u'0', u'248', 'abductive', u'5']
2013-06-06 12:56:37,203:: [u'0', u'237', 'aaai', u'7']
2013-06-06 12:56:37,610:: [u'0', u'424', 'abilities', u'1002']
2013-06-06 12:56:37,645:: [u'0', u'736', 'abandonment', u'144']
2013-06-06 12:56:37,680:: [u'0', u'116', 'ablation', u'18']
2013-06-06 12:56:37,685:: [u'0', u'217', 'aber', u'29']
2013-06-06 12:56:37,697:: [u'0', u'512', 'aaa', u'357']
2013-06-06 12:56:37,768:: [u'0', u'750', 'abandon', u'419']
2013-06-06 12:56:37,774:: [u'0', u'456', 'abelian', u'44']
2013-06-06 12:56:37,814:: [u'0', u'641', 'abcd', u'140']
2013-06-06 12:56:37,824:: [u'0', u'166', 'aberration', u'30']
2013-06-06 12:56:37,829:: [u'0', u'382', 'abacus', u'46']
2013-06-06 12:56:37,831:: [u'0', u'746', 'abel', u'260']
2013-06-06 12:56:37,835:: [u'0', u'721', 'abbreviated', u'574']
2013-06-06 12:56:37,844:: [u'0', u'700', 'abatement\t', u'28']
2013-06-06 12:56:37,856:: [u'0', u'890', 'ability', u'2822']
2013-06-06 12:56:37,861:: [u'0', u'747', 'aaron', u'1220']
2013-06-06 12:56:37,866:: [u'0', u'488', 'abduction', u'128']
2013-06-06 12:56:37,929:: [u'0', u'734', 'abbreviation', u'467']
2013-06-06 12:56:37,931:: [u'0', u'746', 'abandons', u'69']
2013-06-06 12:56:37,947:: [u'0', u'675', 'aas', u'32']
2013-06-06 12:56:37,969:: [u'0', u'681', 'aarhus', u'58']
2013-06-06 12:56:37,990:: [u'0', u'519', 'aa', u'838']
2013-06-06 12:56:37,991:: [u'0', u'750', 'ab', u'989']
2013-06-06 12:56:37,993:: [u'0', u'616', 'abandoning', u'139']
2013-06-06 12:56:38,008:: [u'0', u'217', 'abelson', u'48']
